area_640_px2,aspect_ratio
1265.625,1.11111111111
657.327273692,2.02417962003
590.625,1.16666666667
900,1
1487.5,1.21428571429
937.5,1.04166666667
656.25,1.05
975,1.08333333333
534.375,1.05555555556
610.9375,1.35294117647
1312.5,1.07142857143
310.736529382,1.54149063372
1453.00111408,1.39977166945
771.875,1.36842105263
1259.375,1.19230769231
1210.9375,1.24
1329.6875,1.60869565217
1093.75,1.12
726.5625,2.06666666667
1804.6875,1.06060606061
771.875,1.36842105263
893.75,1.18181818182
1210.9375,1.24
1400,1.14285714286
934.375,1.13043478261
1575,1.28571428571
1495.3125,1.13793103448
646.875,1.27777777778
975,2.4375
159.35206635,1.33595854922
224.903711825,1.42572651498
1881.25,1.53571428571
984.375,1.42857142857
1015.625,1.04
1259.375,1.19230769231
492.1875,1.4
637.5,1.41176470588
1700,1.0625
557.8125,1.23529411765
525,1.3125
1453.125,1.03333333333
1450,1.10344827586
181.081893579,1.51813471503
223.092892889,1.54573716439
603.002705618,1.47710404705
519.705034572,1.42270910437
445.3125,1.26666666667
920.3125,1.63157894737
1148.4375,1.66666666667
591.775628216,1.37431142623
603.364869405,1.75032002438
760.543953032,1.44584258574
1701.5625,1
754.6875,1.09523809524
703.125,1.38888888889
1115.625,2.47058823529
1646.875,1.09677419355
1009.375,2.23529411765
514.634741552,1.39122631517
1312.5,1.07142857143
975,1.08333333333
976.5625,1
1171.875,1.2
843.75,1.66666666667
3234.375,1.02222222222
1937.5,1.29032258065
712.5,1.26315789474
1856.25,1.09090909091
1453.125,1.03333333333
825,1.09090909091
1078.125,1.30434782609
1392.1875,1.22222222222
900,1.77777777778
937.5,1.5
1434.375,1.25925925926
670.3125,2.53846153846
787.5,1.14285714286
962.5,1.27272727273
1031.25,1.36363636364
934.375,1.13043478261
1487.5,1.21428571429
1137.5,1.07692307692
893.75,1.18181818182
487.5,2.16666666667
493.991405684,1.16866674006
1093.75,1.12
1546.875,2.04545454545
1585.9375,1.20689655172
859.375,1.13636363636
859.375,1.13636363636
771.875,1.36842105263
575,1.4375
1250,1.28
825,1.09090909091
1096.875,1.03846153846
1015.625,1.04
1356.25,1.10714285714
299.871615767,1.90096868664
475.158888751,1.5560880829
244.822720119,1.21450777202
191.584643407,1.21450777202
1312.5,1.07142857143
1640.625,1.16666666667
801.5625,1.42105263158
