epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,3182.6,1.99662,1.33525,1.15534,0.82796,0.67587,0.75435,0.29624,1.95054,1.22786,1.20417,0.0007856,0.0007856,0.0007856
94,3217.01,2.0171,1.31224,1.16239,0.79379,0.61919,0.70021,0.27533,1.948,1.26058,1.20411,0.0007724,0.0007724,0.0007724
95,3250.69,2.01027,1.36088,1.14482,0.77674,0.65843,0.73105,0.29123,1.96462,1.22338,1.21416,0.0007592,0.0007592,0.0007592
96,3284.87,2.00292,1.31665,1.15083,0.78984,0.64099,0.72122,0.2878,1.98323,1.2383,1.22196,0.000746,0.000746,0.000746
97,3318.57,2.00501,1.30199,1.15915,0.7395,0.63542,0.69316,0.26878,1.98416,1.28116,1.21598,0.0007328,0.0007328,0.0007328
98,3352.26,1.99178,1.30604,1.14327,0.76678,0.65471,0.71765,0.28311,1.96294,1.2604,1.20739,0.0007196,0.0007196,0.0007196
99,3385.82,2.01381,1.35938,1.1551,0.78987,0.65116,0.73731,0.29129,2.00556,1.22194,1.22848,0.0007064,0.0007064,0.0007064
100,3419.48,1.97698,1.28919,1.12191,0.76382,0.64535,0.71752,0.27858,1.99776,1.23486,1.22605,0.0006932,0.0006932,0.0006932
101,3453.04,2.01053,1.29176,1.15185,0.78127,0.66453,0.73539,0.29289,2.01576,1.23506,1.23287,0.00068,0.00068,0.00068
102,3487.89,1.98416,1.26549,1.15536,0.81615,0.65116,0.73851,0.28683,1.99214,1.22162,1.22463,0.0006668,0.0006668,0.0006668
103,3521.51,1.96446,1.2708,1.1399,0.78264,0.68895,0.72853,0.28201,1.99915,1.22438,1.22898,0.0006536,0.0006536,0.0006536
104,3555.42,1.97378,1.23413,1.13559,0.83295,0.67401,0.74643,0.29619,1.98012,1.1716,1.21813,0.0006404,0.0006404,0.0006404
105,3589.03,1.98128,1.27412,1.15226,0.78467,0.66715,0.718,0.28676,1.97912,1.20902,1.21663,0.0006272,0.0006272,0.0006272
106,3623.1,1.94452,1.2424,1.12889,0.77166,0.68766,0.7197,0.27315,1.98566,1.20746,1.22318,0.000614,0.000614,0.000614
107,3657.06,1.98485,1.24887,1.15095,0.77486,0.66715,0.73011,0.29153,1.95422,1.23255,1.20734,0.0006008,0.0006008,0.0006008
108,3690.67,1.97577,1.2656,1.13484,0.81309,0.68314,0.74436,0.29915,1.9525,1.20078,1.21115,0.0005876,0.0005876,0.0005876
109,3724.93,1.99097,1.26808,1.14568,0.79808,0.6686,0.73732,0.29521,1.97086,1.21045,1.2167,0.0005744,0.0005744,0.0005744
110,3758.71,2.00979,1.26147,1.13596,0.79814,0.6839,0.74686,0.29326,1.97633,1.21149,1.2154,0.0005612,0.0005612,0.0005612
